time,price_ref,mid,bid,ask,inventory,cash,equity,reason
2025-08-23 14:56:00,114720.01,114720.005,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 14:57:00,114660.03,114690.015,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 14:58:00,114620.01,114640.015,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 14:59:00,114621.47,114620.73999999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:00:00,114646.67,114637.045,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:01:00,114727.5,114679.33499999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:02:00,114704.46,114703.75,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:03:00,114702.39,114698.395,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:04:00,114665.06,114683.725,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:05:00,114680.63,114672.845,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:06:00,114680.63,114680.625,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:07:00,114680.62,114680.625,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:08:00,114651.0,114667.075,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:09:00,114647.41,114654.61,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:10:00,114609.0,114628.205,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:11:00,114687.98,114623.995,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:12:00,114669.57,114697.03,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:13:00,114700.01,114684.93,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:14:00,114727.1,114720.26999999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:15:00,114755.4,114738.91,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:16:00,114741.44,114744.89499999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:17:00,114750.23,114753.575,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:18:00,114792.01,114772.23999999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:19:00,114808.37,114799.45,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:20:00,114812.0,114810.185,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:21:00,114864.86,114838.43,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:22:00,114899.99,114882.425,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:23:00,114866.96,114883.475,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:24:00,114835.64,114851.29500000001,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:25:00,114780.0,114793.255,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:26:00,114770.9,114789.825,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:27:00,114797.41,114773.755,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:28:00,114914.28,114846.195,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:29:00,114900.01,114910.955,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:30:00,114886.77,114899.72,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:31:00,114856.95,114866.185,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:32:00,114856.96,114868.475,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:33:00,114888.49,114877.045,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:34:00,114888.49,114888.485,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:35:00,114877.29,114878.475,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:36:00,114859.01,114868.14499999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:37:00,114932.93,114881.825,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:38:00,114936.0,114949.89499999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:39:00,114938.42,114942.0,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:40:00,114919.4,114928.91,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:41:00,114941.88,114928.41500000001,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:42:00,114924.8,114938.59,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:43:00,114899.0,114911.89,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:44:00,114891.07,114895.035,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:45:00,114919.99,114905.53,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:46:00,114880.01,114900.005,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:47:00,114894.76,114867.845,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:48:00,114856.0,114873.52,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:49:00,114881.45,114859.33,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:50:00,114913.13,114897.285,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:51:00,114927.99,114920.56,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:52:00,114860.01,114886.82500000001,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:53:00,114863.5,114861.75,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:54:00,114860.01,114861.75,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:55:00,114862.01,114857.455,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:56:00,114824.7,114840.11499999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:57:00,114832.16,114830.545,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:58:00,114810.38,114821.27,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 15:59:00,114812.87,114825.19,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:00:00,114828.0,114820.435,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:01:00,114828.0,114820.435,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:02:00,114828.0,114827.995,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:03:00,114828.0,114827.995,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:04:00,114777.3,114802.64499999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:05:00,114781.51,114790.475,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:06:00,114801.6,114791.555,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:07:00,114815.96,114808.78,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:08:00,114803.12,114809.54000000001,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:09:00,114803.12,114803.125,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:10:00,114776.99,114790.06,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:11:00,114739.56,114752.515,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:12:00,114723.12,114731.345,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:13:00,114700.66,114711.895,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:14:00,114724.93,114704.525,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:15:00,114734.01,114736.195,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:16:00,114743.7,114738.85,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:17:00,114749.97,114746.83499999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:18:00,114762.75,114761.09,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:19:00,114740.01,114763.89,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:20:00,114776.02,114752.695,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:21:00,114832.23,114804.125,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:22:00,114827.74,114823.11499999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:23:00,114937.74,114882.73999999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:24:00,114942.13,114930.705,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:25:00,114940.0,114952.985,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:26:00,114903.23,114921.61499999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:27:00,114883.28,114893.25,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:28:00,114883.27,114883.275,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:29:00,114867.59,114875.435,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:30:00,114843.57,114854.76000000001,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:31:00,114840.0,114841.79000000001,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:32:00,114863.94,114851.97,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:33:00,114863.94,114863.935,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:34:00,114844.0,114853.97,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:35:00,114850.91,114852.0,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:36:00,114863.04,114856.97,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:37:00,114881.49,114873.155,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:38:00,114840.0,114860.75,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:39:00,114807.93,114823.965,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:40:00,114796.09,114802.005,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:41:00,114776.98,114786.53,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:42:00,114776.97,114776.975,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:43:00,114769.96,114773.47,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:44:00,114796.08,114781.42499999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:45:00,114847.4,114821.73999999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:46:00,114846.0,114851.75,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:47:00,114822.87,114834.435,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:48:00,114857.6,114840.23999999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:49:00,114857.6,114857.6,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:50:00,114867.04,114847.82500000001,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:51:00,114872.87,114872.4,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:52:00,114920.68,114896.76999999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:53:00,114999.27,114959.98,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:54:00,115028.76,115014.255,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:55:00,115076.92,115052.83499999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:56:00,115043.9,115070.905,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:57:00,115042.16,115025.155,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:58:00,114995.03,115018.595,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 16:59:00,115020.0,115007.515,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:00:00,115027.78,115020.375,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:01:00,115071.65,115049.715,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:02:00,115058.03,115063.89499999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:03:00,115085.73,115071.875,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:04:00,115085.72,115085.725,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:05:00,115085.73,115085.725,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:06:00,115066.01,115075.87,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:07:00,115066.01,115066.015,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:08:00,115066.02,115066.015,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:09:00,115080.0,115073.005,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:10:00,115114.96,115102.99,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:11:00,115114.95,115114.955,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:12:00,115124.81,115119.88,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:13:00,115114.95,115119.88,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:14:00,115124.81,115119.88,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:15:00,115114.66,115119.73,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:16:00,115059.09,115086.875,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:17:00,115024.0,115041.55,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:18:00,115046.01,115042.0,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:19:00,115038.0,115032.555,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:20:00,115030.88,115031.035,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:21:00,115059.99,115043.54500000001,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:22:00,115066.0,115070.98000000001,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:23:00,115040.01,115053.005,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:24:00,114977.76,115008.885,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:25:00,115015.92,114996.845,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:26:00,114976.28,114996.1,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:27:00,114999.99,114973.73000000001,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:28:00,114985.91,114992.95,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:29:00,114985.9,114985.905,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:30:00,114989.58,114989.44,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:31:00,115064.19,115032.29000000001,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:32:00,115072.0,115064.35500000001,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:33:00,115084.57,115078.28,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:34:00,115076.69,115080.625,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:35:00,115076.69,115076.685,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:36:00,115123.99,115100.34,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:37:00,115142.54,115133.27,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:38:00,115130.33,115143.89,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:39:00,115125.43,115127.875,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:40:00,115125.43,115125.42499999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:41:00,115125.43,115125.42499999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:42:00,115114.59,115120.005,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:43:00,115100.0,115107.295,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:44:00,115093.4,115096.70499999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:45:00,115093.41,115093.405,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:46:00,115111.99,115102.7,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:47:00,115112.0,115111.995,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:48:00,115115.95,115113.975,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:49:00,115097.91,115106.935,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:50:00,115097.9,115097.91,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:51:00,115092.93,115095.42,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:52:00,115092.94,115092.935,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:53:00,115086.74,115089.84,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:54:00,115070.82,115078.78,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:55:00,115070.82,115070.815,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:56:00,115070.81,115070.815,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:57:00,115070.81,115070.815,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:58:00,115070.81,115070.815,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 17:59:00,115087.97,115079.39,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:00:00,115117.86,115102.91500000001,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:01:00,115164.08,115140.965,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:02:00,115140.0,115152.04000000001,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:03:00,115128.23,115134.12,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:04:00,115148.0,115138.11499999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:05:00,115159.8,115162.14,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:06:00,115170.0,115169.89499999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:07:00,115143.63,115156.815,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:08:00,115131.82,115137.725,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:09:00,115131.82,115131.82500000001,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:10:00,115131.83,115131.82500000001,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:11:00,115155.64,115143.74,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:12:00,115155.64,115155.64499999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:13:00,115144.0,115149.825,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:14:00,115149.44,115146.72,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:15:00,115176.39,115162.91,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:16:00,115176.38,115176.38500000001,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:17:00,115142.62,115161.28,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:18:00,115114.72,115128.67000000001,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:19:00,115101.66,115107.36,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:20:00,115095.35,115098.33499999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:21:00,115078.35,115086.85,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:22:00,115073.3,115075.825,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:23:00,115124.71,115099.0,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:24:00,115129.62,115127.16500000001,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:25:00,115129.62,115129.625,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:26:00,115129.62,115129.625,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:27:00,115073.38,115101.5,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:28:00,115067.36,115062.3,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:29:00,115073.38,115070.365,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:30:00,115073.37,115073.37,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:31:00,115051.07,115054.23999999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:32:00,115059.62,115055.35,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:33:00,115101.82,115080.72,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:34:00,115080.76,115091.285,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:35:00,115080.75,115080.755,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:36:00,115080.76,115080.755,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:37:00,115080.76,115080.755,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:38:00,115080.76,115080.755,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:39:00,115080.72,115080.735,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:40:00,115080.51,115080.61499999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:41:00,115109.21,115094.86499999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:42:00,115109.21,115109.215,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:43:00,115136.29,115123.125,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:44:00,115154.93,115145.60999999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:45:00,115190.29,115172.605,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:46:00,115185.02,115187.655,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:47:00,115142.95,115163.985,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:48:00,115180.0,115161.47,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:49:00,115170.0,115175.0,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:50:00,115170.01,115170.005,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:51:00,115174.0,115172.0,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:52:00,115165.0,115169.5,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:53:00,115136.29,115150.65,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:54:00,115115.44,115125.86499999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:55:00,115131.35,115123.39499999999,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:56:00,115145.76,115138.56,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:57:00,115145.77,115145.765,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:58:00,115145.76,115145.765,,,0.0,-13.7918166,-13.7918166,risk_block
2025-08-23 18:59:00,115145.77,115145.765,,,0.0,-13.7918166,-13.7918166,risk_block
